id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
2096,Auberge Du Lac Beauchamp,3,Average,"['Free High Speed Internet (WiFi)', 'Golf Course', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",686 boulevard Maloney Est Gatineau Quebec,Canada
2097,Le 227 Laurier B&B,3.5,Very good,['Air conditioning'],227 Laurier Gatineau Quebec,Canada
2098,Motel Gatineau,3,Average,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",793 Boul Malone Gatineau Quebec,Canada
2099,Kokomo Inn aux Berges des Outaouais,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Ski-In / Ski-Out', 'Suites']",1175 Rue Jacques-Cartier Gatineau Quebec,Canada
2100,Motel Les Pignons Verts,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Spa', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",120 Avenue Lepine Quebec,Canada
2101,Motel du Parc,4.5,Excellent,"['Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Casino and Gambling', 'Golf Course', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette']",359 Alexandre Tache Gatineau Quebec,Canada
2102,Le Philemon,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",4 Gatineau Quebec,Canada
2103,Gite Fanny et Maxime,5,Excellent,"['Free parking', 'Breakfast included', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",31 Rue Lessard Gatineau Quebec,Canada
2104,Le Gite de Brouage,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Air conditioning']",38 Rue de Brouage Gatineau Quebec,Canada
2106,Capital Region,,,[],63 Rue Felix-Leclerc ,Canada
2109,Motel Cupidon,4,,[],926 boulevard Maloney Est ,Canada
2110,Aux Portes Ouvertes,3,,[],124 Jeanne d'Arc ,Canada
2111,Motel le Vieux Maf,2,Poor,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1168 boulevard Maloney E Gatineau Quebec,Canada
2112,Au Coin des Trembles,,,"['Free parking', 'Spa', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel']",36 Boulevard des Trembles Gatineau Quebec,Canada
2113,Capital Area House,,,[],29 Rue Albert-Camus ,Canada
2114,The 204 Du Vieux-Port,,,"['Air conditioning', 'Microwave']",204 Rue du Vieux-Port Gatineau Quebec,Canada
2115,Le Vibe,,,[],78 Rue Dollard-Des Ormeaux ,Canada
2116,Le Vibe Apartment by Corporate Stays,,,[],78-88 Dollard-des-Ormeaux Street ,Canada
2117,Best Western Plus Fernie Mountain Lodge,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Spa', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1622 7th Avenue Fernie British Columbia,Canada
2118,Fernie Stanford Waterslide Resort,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",100 Riverside Way Fernie British Columbia,Canada
2119,The Raging Elk Adventure Lodge,,,[],892 6th Ave Fernie British Columbia,Canada
2120,Lizard Creek Lodge,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Spa', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5346 Highline Dr Fernie British Columbia,Canada
2121,Red Tree Lodge,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1101 7th Avenue Fernie British Columbia,Canada
2122,Super 8 by Wyndham Fernie,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",2021 3 Hwy S Fernie British Columbia,Canada
2123,Blackstone Bed and Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",30 Piedmont Dr Fernie British Columbia,Canada
2124,Island Lake Lodge,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Conference Facilities', 'Hot Tub', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Family Rooms', 'Non-smoking rooms']",602A 2nd Ave. Fernie British Columbia,Canada
2125,Park Place Lodge,4,Very good,"['Pool', 'Restaurant', 'Free parking', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Banquet Room', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",742 3 Hwy Fernie British Columbia,Canada
2126,Powder Mountain Lodge,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",892 3 Hwy Fernie British Columbia,Canada
2127,Fernie Slopeside Lodge,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",5339 Fernie Ski Hill Rd Fernie British Columbia,Canada
2128,Snow Valley Lodging,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1041 7th Ave Fernie British Columbia,Canada
2129,Timberline Lodges by Fernie Lodging Company,3.5,Very good,"['Pool', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Spa', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Ski-In / Ski-Out', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4559 Timberline Cres Fernie British Columbia,Canada
2130,Snow Creek Lodge by Fernie Lodging Co,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Self-Serve Laundry', 'Ski-In / Ski-Out', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5258 Highline Dr Fernie British Columbia,Canada
2131,Silver Rock Condominiums,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Non-smoking hotel', 'Sauna', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette']",1500 McDonald Ave Fernie British Columbia,Canada
2132,Griz Inn Sport,4,Very good,"['Pool', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Conference Facilities', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5369 Fernie Ski Hill Rd Fernie British Columbia,Canada
2133,Cedar Ridge Estates,5,,[],5388 Highline Dr ,Canada
2134,Birch Meadows Lodge B&B,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms']",4485 3 Hwy S Fernie British Columbia,Canada
2135,Twisted Timber Guesthouse,,,[],9 Alpine Trail Cres Fernie British Columbia,Canada
2136,Cornerstone Lodge,4,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Non-smoking hotel', 'Ski-In / Ski-Out', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",5339 Fernie Ski Hill Rd Fernie British Columbia,Canada
2137,Alpine Lodge Fernie,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Spa', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Ski-In / Ski-Out', 'Kitchenette', 'Suites']",5291 Highline Dr Fernie British Columbia,Canada
2138,Brooks Creek Ranch,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",100 Lladner Creek FSR Fernie British Columbia,Canada
2139,East Kootenay Motel,4,Very good,"['Free High Speed Internet (WiFi)', 'Air conditioning']",1302 3 Hwy Fernie British Columbia,Canada
2140,Elk View Lodge,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Wheelchair Access', 'Kitchenette']",3934 Cokato Rd Fernie British Columbia,Canada
2141,Fernie Tightlines Lodge,4,,[],821 7th Avenue ,Canada
2142,Barbara Lynn's Country Inn,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Dry Cleaning', 'Non-smoking hotel', 'Tennis Court', 'Kitchenette', 'Non-smoking rooms', 'Suites']",691 7th Ave. Fernie British Columbia,Canada
2143,Polar Peak Lodges by Fernie Lodging Co,4,,[],4576 Timberline Crescent ,Canada
2145,Stone Creek Chalets,3,Average,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",Boomerang Way Fernie British Columbia,Canada
2146,Cornerstone Lodge By Park Vacation Management,,,[],5343 Fernie Ski Hill Rd ,Canada
2147,Fernie Hotel and Pub,,,[],691 1st Avenue ,Canada
2148,Chateau Nova Yellowknife,4,Very good,"['Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4571 48 St Yellowknife Northwest Territories,Canada
2149,Stanton Suites Hotel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",476 Range Lake Road Yellowknife Northwest Territories,Canada
2150,Quality Inn & Suites Yellowknife,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Shuttle Bus Service', 'Wheelchair Access', 'Non-smoking rooms']",5010 49th St. Yellowknife Northwest Territories,Canada
2151,Super 8 by Wyndham Yellowknife,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",308 Old Airport Rd Yellowknife Northwest Territories,Canada
2152,Days Inn & Suites by Wyndham Yellowknife,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Room service', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Banquet Room', 'Business Centre with Internet Access', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",4401 50th Ave Yellowknife Northwest Territories,Canada
2153,Explorer Hotel,4,Very good,"['Free parking', 'Restaurant', 'Room service', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Airport transportation', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms', 'Suites']",4825 49 Avenue Yellowknife Northwest Territories,Canada
2154,Blachford Lake Lodge,,,[],North East Shore Yellowknife Northwest Territories,Canada
2155,Yellowknife Polar Suite Guest Room,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",5009 48 St Yellowknife Northwest Territories,Canada
2156,Aurora Destination,5,,[],6 Lyons Pt ,Canada
2157,Aurora Deluxe,5,,[],9 McMahon Court ,Canada
2158,Capital Suites Yellowknife,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Airport transportation', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",100 5603 Yellowknife Northwest Territories,Canada
2159,Bayside Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Breakfast included', 'Non-smoking hotel', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms']",3505 McDonald Dr Yellowknife Northwest Territories,Canada
2160,Yellow Dog Lodge,5,Excellent,"['Bar/Lounge', 'Breakfast included', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Ski-In / Ski-Out', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",N62 53'28 Yellowknife Northwest Territories,Canada
2161,The Discovery Inn,3.5,Very good,"['Restaurant', 'Free Internet', 'Free parking', 'Laundry Service', 'Non-smoking hotel', 'Paid Internet', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",4701 Franklin Ave. Yellowknife Northwest Territories,Canada
2162,Buffalo Nights Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel']",910 Sikyea Til Yellowknife Northwest Territories,Canada
2163,Northern Lites Motel,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",5115 50 St Yellowknife Northwest Territories,Canada
2164,Old Town Bed & Breakfast,5,,[],34 Morrison Dr ,Canada
2165,Aurora Yellowknife Jenny's,4.5,Excellent,"['Room service', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel']",5102 52 St Yellowknife Northwest Territories,Canada
