id,hotel_name,hotel_rating,hotel_experience,amenities,address,country
359,Penticton Lakeside Resort & Conference Centre,3.5,Very good,"['Pool', 'Room service', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Spa', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",21 Lakeshore Dr W Penticton British Columbia,Canada
360,Empire Motel,4,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3495 Skaha Lake Rd Penticton British Columbia,Canada
361,Casa Grande Inn,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",Unit #201 1070 Lakeshore Dr W Penticton British Columbia,Canada
362,Shoreline,3,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",926 Lakeshore Dr W Penticton British Columbia,Canada
363,Pass Motor Inn,3,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",2307 Skaha Lake Rd Penticton British Columbia,Canada
364,Beachside Motel,,,[],3624 Parkview St Penticton British Columbia,Canada
365,Riverside Motel,4,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",110 Riverside Dr Penticton British Columbia,Canada
366,Hostelling International - Penticton,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Free parking', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Non-smoking rooms']",464 Ellis St Penticton British Columbia,Canada
367,Travelers Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",3590 Skaha Lake Rd Penticton British Columbia,Canada
368,Rowena's Retreat,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",1576 Holden Rd Penticton British Columbia,Canada
369,D'Angelo Winery & Guest House,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Suites']",979 Lochore Rd Penticton British Columbia,Canada
370,Apple Tree Inn,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",2406 Skaha Lake Rd Penticton British Columbia,Canada
371,Swiss House Bed & Breakfast,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",2396 Wiltse Dr Penticton British Columbia,Canada
372,House Victoria Bed & Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",1060 Argyle St Penticton British Columbia,Canada
373,Sandman Hotel Penticton,,,[],939 Burnaby Ave Penticton British Columbia,Canada
374,Rochester Resort,3,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",970 Lakeshore Dr W Penticton British Columbia,Canada
375,Sahara Courtyard Inn Penticton,3,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",1048 Westminster Ave W Penticton British Columbia,Canada
376,Sunny Beach Motel,3,Average,"['Free parking', 'Room service', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available']",3648 Parkview St Penticton British Columbia,Canada
377,Flamingo Motel,3,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",2387 Skaha Lake Rd Penticton British Columbia,Canada
378,5000 Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1742 Main St Penticton British Columbia,Canada
379,Waterfront Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Tennis Court', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3688 Parkview St Penticton British Columbia,Canada
380,Plaza Motel,,,[],1485 Main St Penticton British Columbia,Canada
381,Granada Inn,2.5,Average,"['Free High Speed Internet (WiFi)', 'Free parking', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",2592 Skaha Lake Rd Penticton British Columbia,Canada
382,Holiday House Motel,2,Poor,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",3355 Skaha Lake Rd Penticton British Columbia,Canada
383,Above The Beach Bed & Breakfast,,,[],102 Spruce Pl Penticton British Columbia,Canada
384,E'Laysa Guesthouse and Vineyard Retreat,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",1056 Corbishley Ave Penticton British Columbia,Canada
385,Bowmont Motel,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Heated pool', 'Hot Tub', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",80 Riverside Dr Penticton British Columbia,Canada
386,Cormier's Studio,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",495 Vancouver Ave Penticton British Columbia,Canada
387,Crooked Tree Guest Suites,5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Electric vehicle charging station', 'Golf Course', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",1278 Spiller Rd Penticton British Columbia,Canada
388,Lakeside Villa Inn & Suites,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4201 Skaha Lake Road Penticton British Columbia,Canada
389,Swiss Sunset Inn,3.5,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Room service', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available']",2604 Skaha Lake Rd Penticton British Columbia,Canada
390,OK Whistle Stop B&B,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Pool', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms']",1175 Chapman Rd Penticton British Columbia,Canada
391,Crown Resort Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",950 Lakeshore Dr W Penticton British Columbia,Canada
392,Quidni Estate Winery Guest Rooms,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Concierge', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",1465 Naramata Rd Penticton British Columbia,Canada
393,God's Mountain Estate,4,Very good,"['Pool', 'Free parking', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",4898 Lakeside Rd Penticton British Columbia,Canada
394,Royal Bed and Breakfast,4.5,Excellent,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Dry Cleaning', 'Hot Tub', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1929 Sandstone Dr Penticton British Columbia,Canada
395,Nikko Bed and Breakfast,,,[],633 Winnipeg St Penticton British Columbia,Canada
396,Black Sea Motel & Restaurant,4,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Minibar', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",988 Lakeshore Dr W Penticton British Columbia,Canada
397,Golden Sands Resort Motel,4,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Free parking', 'Restaurant', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1028 Lakeshore Dr W Penticton British Columbia,Canada
398,Barefoot Beach Resort,3.5,Very good,"['Restaurant', 'Free parking', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",4145 Skaha Lake Rd Penticton British Columbia,Canada
399,Apex Mountain Inn,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Spa', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",300 Strayhorse Road Penticton British Columbia,Canada
400,Log Cabin Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3287 Skaha Lake Rd Penticton British Columbia,Canada
401,Lost Moose Lodge Resort,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Microwave', 'Refrigerator in room']",2301 Beaverdell Rd Penticton British Columbia,Canada
402,Apex Double Diamond Hostel,4.5,,[],360 Strayhorse Rd ,Canada
403,Carmi Motor Inn,3,Average,"['Pool', 'Room service', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1473 Main St Penticton British Columbia,Canada
404,The Bundy Buddy Guesthouse,,,[],1390 Manitoba St ,Canada
405,Black Widow Winery Bed & Breakfast,5,,[],1590 Naramata Rd ,Canada
406,Skaha Motor Inn,4,,[],3502 Skaha Lake Rd ,Canada
407,South Beach Gardens RV Park,3,,[],3815 Skaha Lake Rd ,Canada
408,D'Vine Dreams,4,,[],410 Upper Bench Rd N ,Canada
409,Skaha Lake Paradise Resort,3.5,,[],4-800 Railway Lane ,Canada
410,Black Forest Motel,3,,[],707 Westminster Ave W ,Canada
411,Vineyard View Bed and Breakfast,3,,[],947 Lochore Rd ,Canada
412,Bel Air Motel,2.5,Average,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Hot Tub', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",2670 Skaha Lake Rd Penticton British Columbia,Canada
413,Oxbow RV Resort,3,,[],198 Skaha Pl ,Canada
414,Holiday Hills RV Resort,2.5,Average,[],175 97 Hwy South Penticton British Columbia,Canada
415,Hansel And Gretel Motel,1,,[],2872 Skaha Lake Rd ,Canada
416,Mayfair Motel,1,,[],2824 Skaha Lake Rd ,Canada
417,Stardust Motor Inn,2.5,Average,"['Pool', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",1048 Westminster Ave W Penticton British Columbia,Canada
418,Wright's Beach Camp RV Park,2.5,Average,"['Pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Microwave']",4200 Skaha Lake Rd Penticton British Columbia,Canada
419,Alpex Alpine Ski Resort,,,[],C/o 1636 Main St ,Canada
420,Bear's Den B&B,,,[],189 Linden Ave. ,Canada
421,Copper Creek Lodge,,,[],Apex Mountain Resort Penticton British ,Canada
422,Valleyview B&B,,,[],3851 Valleyview Rd ,Canada
424,Ogopogo Motel,3.5,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",270 Riverside Dr Penticton British Columbia,Canada
426,Homewood Suites Mont-Tremblant,4,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Self-Serve Laundry', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3035 ch de la Chapelle Mont Tremblant Quebec,Canada
427,Fairmont Tremblant,4.5,Excellent,"['Restaurant', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Bar/Lounge', 'Pool', 'Free Internet', 'Spa', 'Airport transportation', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Paid Wifi', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",3045 Chemin de la Chapelle Mont Tremblant Quebec,Canada
428,Chateau Beauvallon Mont Tremblant,,,[],6385 Montee Ryan Mont Tremblant Quebec,Canada
429,Residence Inn by Marriott Mont Tremblant Manoir Labelle,4,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Breakfast included', 'Babysitting', 'Breakfast Available', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",170 Chemin Cure Deslauriers Mont Tremblant Quebec,Canada
430,Hotel-Motel Le Boise Du Lac,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",135 chemin du lac Duhamel Mont Tremblant Quebec,Canada
